DataInicial;DataFinal;Cd_AnoExecucao;Cd_Exercicio;Administracao;Cd_Exerc_Empresa_Id;Cd_Orgao;Sigla_Orgao;Ds_Orgao;Cd_Unidade;Ds_Unidade;Cd_Funcao;Ds_Funcao;Cd_SubFuncao;Ds_SubFuncao;Cd_Programa;Ds_Programa;PA;PAPA;ProjetoAtividade;Ds_Projeto_Atividade;Cd_Despesa;Ds_Despesa;Categoria_Despesa;Ds_Categoria;Grupo_Despesa;Ds_Grupo;Cd_Modalidade;Ds_Modalidade;Cd_Elemento;Cd_Fonte;Ds_Fonte;Sld_Orcado_Ano;Vl_Atualizado;Vl_CongeladoLiquido;Vl_ReservadoLiquido;Vl_EmpenhadoLiquido;Vl_Liquidado;Vl_Pago;DataExtracao
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1099;Construção de Corredores de Ônibus;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;00;Tesouro Municipal;16.873.867,00;0,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1099;Construção de Corredores de Ônibus;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;02;Transferências Federais;20.956.876,00;0,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1099;Construção de Corredores de Ônibus;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;00;Tesouro Municipal;1.000,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1099;Construção de Corredores de Ônibus;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;02;Transferências Federais;87.496.000,00;33.095.635,96;0,00;28.824.670,06;28.824.670,06;9.251.164,61;9.251.164,61;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1099;Construção de Corredores de Ônibus;44906100;Aquisição de Imóveis;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;61;00;Tesouro Municipal;1.000,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1100;Ampliação, Reforma e Requalificação de Corredores de Ônibus;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;00;Tesouro Municipal;1.000,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1100;Ampliação, Reforma e Requalificação de Corredores de Ônibus;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;02;Transferências Federais;1.000,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1100;Ampliação, Reforma e Requalificação de Corredores de Ônibus;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;00;Tesouro Municipal;1.000,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1100;Ampliação, Reforma e Requalificação de Corredores de Ônibus;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;02;Transferências Federais;1.000,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1100;Ampliação, Reforma e Requalificação de Corredores de Ônibus;44906100;Aquisição de Imóveis;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;61;00;Tesouro Municipal;1.000,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;1113;Duplicação da Avenida Senador Teotônio Vilela entre o número 8.500 e Avenida Jaceguava;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;00;Tesouro Municipal;13.740.000,00;1.740.000,00;1.740.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;9201;Intervenções na Área de Mobilidade Urbana;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;00;Tesouro Municipal;1.000,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;9201;Intervenções na Área de Mobilidade Urbana;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;01;Operações de Crédito;168.846.168,00;0,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;9201;Intervenções na Área de Mobilidade Urbana;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;00;Tesouro Municipal;7.751.683,00;0,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;26;Transporte;453;Transportes Coletivos Urbanos;3009;Melhoria da mobilidade urbana universal;Projetos;Projetos;9201;Intervenções na Área de Mobilidade Urbana;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;01;Operações de Crédito;7.454.832,00;154.832,00;154.832,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;27;Desporto e Lazer;813;Lazer;3015;Promoção da cidade como centro de eventos e destino turístico de referência global;Projetos;Projetos;1109;Ampliação, Reforma e Requalificação do Autódromo de Interlagos;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;00;Tesouro Municipal;500.000,00;500.000,00;500.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;27;Desporto e Lazer;813;Lazer;3015;Promoção da cidade como centro de eventos e destino turístico de referência global;Projetos;Projetos;1109;Ampliação, Reforma e Requalificação do Autódromo de Interlagos;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;00;Tesouro Municipal;441.682,00;12.964.004,94;0,00;7.877.289,29;7.876.806,47;863.218,92;863.218,92;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;22;SIURB     ;Secretaria Municipal de Infraestrutura Urbana e Obras;10;Gabinete do Secretário;27;Desporto e Lazer;813;Lazer;3015;Promoção da cidade como centro de eventos e destino turístico de referência global;Projetos;Projetos;1109;Ampliação, Reforma e Requalificação do Autódromo de Interlagos;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;02;Transferências Federais;20.441.349,00;4.519.026,06;50.496,54;4.430.487,01;4.430.487,01;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Projetos;Projetos;1358;Ampliação, Reforma e Requalificação de Praças de Atendimento ao Cidadão;44903000;Material de Consumo;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;30;00;Tesouro Municipal;0,00;75.000,00;0,00;32.799,70;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Projetos;Projetos;1358;Ampliação, Reforma e Requalificação de Praças de Atendimento ao Cidadão;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;00;Tesouro Municipal;0,00;1.110.000,00;0,00;919.557,27;749.764,27;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Projetos;Projetos;1358;Ampliação, Reforma e Requalificação de Praças de Atendimento ao Cidadão;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;00;Tesouro Municipal;11.800.000,00;8.838.259,37;241.539,16;7.734.906,62;3.744.518,81;756.376,27;756.376,27;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Projetos;Projetos;1358;Ampliação, Reforma e Requalificação de Praças de Atendimento ao Cidadão;44905200;Equipamentos e Material Permanente;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;52;00;Tesouro Municipal;0,00;675.782,90;0,00;652.460,31;620.983,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;4410;Ações de Desburocratização para Abertura e Formalização de Empresas de Baixo Risco;33903100;Premiações Culturais, Artísticas, Científicas, Desportivas e Outras;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;31;00;Tesouro Municipal;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;4410;Ações de Desburocratização para Abertura e Formalização de Empresas de Baixo Risco;33903900;Outros Serviços de Terceiros - Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;4411;Ações Estratégicas para Modernização de Processos;33903600;Outros Serviços de Terceiros - Pessoa Física;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;36;00;Tesouro Municipal;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;4411;Ações Estratégicas para Modernização de Processos;33903900;Outros Serviços de Terceiros - Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal;2.000,00;2.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;4411;Ações Estratégicas para Modernização de Processos;33904700;Obrigações Tributárias e Contributivas;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;47;00;Tesouro Municipal;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;4412;Ações de Inovação e Melhoria no Atendimento ao Cidadão;33903900;Outros Serviços de Terceiros - Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;4415;Difusão, Fomento e Pesquisas Aplicadas à Gestão de Tecnologia, Inovação e Atendimento ao Cidadão;33503900;Outros Serviços de Terceiros - Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;50;Transferências a Instituições Privadas sem fins Lucrativos;39;00;Tesouro Municipal;829.000,00;616.612,49;207.250,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;126;Tecnologia da Informação;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Projetos;Projetos;7200;Aumento de Capital da Empresa de Tecnologia da Informação e Comunicação - PRODAM;45906500;Constituição ou Aumento de Capital de Empresas;4;Despesas de Capital;5;INVERSOES FINANCEIRAS;90;Aplicações Diretas;65;00;Tesouro Municipal;1.000,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;128;Formação de Recursos Humanos;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;2180;Capacitação, Formação e Aperfeiçoamento de Servidores;33903600;Outros Serviços de Terceiros - Pessoa Física;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;36;00;Tesouro Municipal;2.000,00;2.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;128;Formação de Recursos Humanos;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;2180;Capacitação, Formação e Aperfeiçoamento de Servidores;33903900;Outros Serviços de Terceiros - Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal;1.140.000,00;1.140.000,00;285.000,00;650.103,27;650.103,27;61.953,54;9.988,54;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;04;Administração;128;Formação de Recursos Humanos;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;2180;Capacitação, Formação e Aperfeiçoamento de Servidores;33904700;Obrigações Tributárias e Contributivas;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;47;00;Tesouro Municipal;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3001;Acesso à cultura;Atividades;Atividades;8404;Manutenção e Operação de Telecentros;33903000;Material de Consumo;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;30;00;Tesouro Municipal;150.000,00;150.000,00;37.500,00;28.804,89;16.030,87;15.428,72;15.428,72;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3001;Acesso à cultura;Atividades;Atividades;8404;Manutenção e Operação de Telecentros;33903600;Outros Serviços de Terceiros - Pessoa Física;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;36;00;Tesouro Municipal;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3001;Acesso à cultura;Atividades;Atividades;8404;Manutenção e Operação de Telecentros;33903900;Outros Serviços de Terceiros - Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal;7.675.338,00;5.669.220,11;236.775,40;5.188.147,52;5.097.544,04;4.488.290,84;4.336.927,76;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3001;Acesso à cultura;Atividades;Atividades;8404;Manutenção e Operação de Telecentros;33904700;Obrigações Tributárias e Contributivas;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;47;00;Tesouro Municipal;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3001;Acesso à cultura;Atividades;Atividades;8404;Manutenção e Operação de Telecentros;44905200;Equipamentos e Material Permanente;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;52;00;Tesouro Municipal;50.000,00;50.000,00;50.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;4307;PROCONECTA - Promoção da Conectividade e Inclusão Digital;33903900;Outros Serviços de Terceiros - Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal;3.776.235,00;4.676.235,00;344.058,75;3.627.925,92;3.627.925,92;3.627.925,92;3.627.925,92;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;4307;PROCONECTA - Promoção da Conectividade e Inclusão Digital;44905200;Equipamentos e Material Permanente;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;52;00;Tesouro Municipal;600.000,00;600.000,00;600.000,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;2818;Aquisição de Materiais, Equipamentos e Serviços de Informação e Comunicação;33903000;Material de Consumo;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;30;00;Tesouro Municipal;0,00;436.285,72;0,00;148.415,44;136.698,94;76.689,80;76.689,80;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3011;Modernização, desburocratização e inovação tecnológica do serviço público;Atividades;Atividades;2818;Aquisição de Materiais, Equipamentos e Serviços de Informação e Comunicação;44905200;Equipamentos e Material Permanente;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;52;00;Tesouro Municipal;3.489.600,00;3.489.600,00;1.394.700,00;2.072.063,01;1.421.433,64;722.313,64;722.313,64;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Pessoal;2100;Administração da Unidade;31901100;Vencimentos e Vantagens Fixas - Pessoal Civil;3;Despesas Correntes;1;PESSOAL E ENCARGOS SOCIAIS;90;Aplicações Diretas;11;00;Tesouro Municipal;12.000.000,00;11.859.254,63;0,00;7.689.248,42;7.689.248,42;7.689.248,42;7.689.248,42;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Pessoal;2100;Administração da Unidade;31909600;Ressarcimento de Despesas de Pessoal Requisitado;3;Despesas Correntes;1;PESSOAL E ENCARGOS SOCIAIS;90;Aplicações Diretas;96;00;Tesouro Municipal;1.004.000,00;1.004.000,00;0,00;669.579,40;663.352,44;477.176,79;453.154,51;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade;33503900;Outros Serviços de Terceiros - Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;50;Transferências a Instituições Privadas sem fins Lucrativos;39;00;Tesouro Municipal;973.898,00;973.898,00;243.474,50;679.216,10;679.216,10;380.808,18;380.808,18;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade;33504800;Outros Auxílios Financeiros a Pessoas Físicas;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;50;Transferências a Instituições Privadas sem fins Lucrativos;48;00;Tesouro Municipal;236.000,00;236.000,00;59.000,00;161.854,62;161.854,62;89.654,62;89.654,62;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade;33901300;Obrigações Patronais;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;13;00;Tesouro Municipal;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade;33901400;Diárias - Civil;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;14;00;Tesouro Municipal;40.000,00;40.000,00;0,00;23.225,76;23.225,76;23.225,76;23.225,76;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade;33903000;Material de Consumo;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;30;00;Tesouro Municipal;50.000,00;50.000,00;0,00;45.527,64;44.428,46;32.528,34;32.528,34;01-nov-18
01-jan-18;30-nov-18;2018;2018;Direta;426;23;SMIT      ;Secretaria Municipal de Inovação e Tecnologia;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade;33903300;Passagens e Despesas com Locomoção;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;33;00;Tesouro Municipal;376.000,00;376.000,00;105.854,33;236.485,46;236.485,46;74.157,73;58.859,77;01-nov-18
